ID,YEAR,DAY_OF_MONTH,FL_DATE,AIRLINE_ID,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,ARR_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,ORIGIN_TIMEZONE_CODE,DEP_TIME_UTC_MS,DEST_TIMEZONE_CODE,ARR_TIME_UTC_MS
217155,2012,15,1/15/2012,19690,HA,515,13830,OGG,Kahului,HI,HNL,Honolulu,HI,2315,1,46,27,101,Pacific/Honolulu,1326705300000,Pacific/Honolulu,1326621660000
703288,2012,15,1/15/2012,19690,HA,515,13830,OGG,Kahului,HI,HNL,Honolulu,HI,2315,1,46,27,101,Pacific/Honolulu,1326705300000,Pacific/Honolulu,1326621660000
183792,2012,20,1/20/2012,20366,EV,6128,13930,ORD,Chicago,IL,LAN,Lansing,MI,2120,1,101,29,179,America/Chicago,1327116000000,America/New_York,1327035660000
669925,2012,20,1/20/2012,20366,EV,6128,13930,ORD,Chicago,IL,LAN,Lansing,MI,2120,1,101,29,179,America/Chicago,1327116000000,America/New_York,1327035660000
367881,2012,21,1/21/2012,20355,US,1515,11057,CLT,Charlotte,NC,ILM,Wilmington,NC,2317,1,44,32,185,America/New_York,1327205820000,America/New_York,1327122060000
854014,2012,21,1/21/2012,20355,US,1515,11057,CLT,Charlotte,NC,ILM,Wilmington,NC,2317,1,44,32,185,America/New_York,1327205820000,America/New_York,1327122060000
67596,2012,22,1/22/2012,20409,B6,1018,12478,JFK,New York,NY,BOS,Boston,MA,2254,1,67,34,187,America/New_York,1327290840000,America/New_York,1327208460000
553729,2012,22,1/22/2012,20409,B6,1018,12478,JFK,New York,NY,BOS,Boston,MA,2254,1,67,34,187,America/New_York,1327290840000,America/New_York,1327208460000
1039862,2012,22,1/22/2012,20409,B6,1018,12478,JFK,New York,NY,BOS,Boston,MA,2254,1,67,34,187,America/New_York,1327290840000,America/New_York,1327208460000
123705,2012,29,1/29/2012,19790,DL,1441,10397,ATL,Atlanta,GA,CLT,Charlotte,NC,2258,1,63,39,226,America/New_York,1327895880000,America/New_York,1327813260000
609838,2012,29,1/29/2012,19790,DL,1441,10397,ATL,Atlanta,GA,CLT,Charlotte,NC,2258,1,63,39,226,America/New_York,1327895880000,America/New_York,1327813260000
24411,2012,5,1/5/2012,19805,AA,1410,11298,DFW,Dallas/Fort Worth,TX,TUL,Tulsa,OK,2310,1,51,40,237,America/Chicago,1325826600000,America/Chicago,1325743260000
510544,2012,5,1/5/2012,19805,AA,1410,11298,DFW,Dallas/Fort Worth,TX,TUL,Tulsa,OK,2310,1,51,40,237,America/Chicago,1325826600000,America/Chicago,1325743260000
996677,2012,5,1/5/2012,19805,AA,1410,11298,DFW,Dallas/Fort Worth,TX,TUL,Tulsa,OK,2310,1,51,40,237,America/Chicago,1325826600000,America/Chicago,1325743260000
17900,2012,15,1/15/2012,19805,AA,1127,11298,DFW,Dallas/Fort Worth,TX,SAT,San Antonio,TX,2259,1,62,44,247,America/Chicago,1326689940000,America/Chicago,1326607260000
504033,2012,15,1/15/2012,19805,AA,1127,11298,DFW,Dallas/Fort Worth,TX,SAT,San Antonio,TX,2259,1,62,44,247,America/Chicago,1326689940000,America/Chicago,1326607260000
990166,2012,15,1/15/2012,19805,AA,1127,11298,DFW,Dallas/Fort Worth,TX,SAT,San Antonio,TX,2259,1,62,44,247,America/Chicago,1326689940000,America/Chicago,1326607260000
265428,2012,1,1/1/2012,20304,OO,5456,12892,LAX,Los Angeles,CA,LAS,Las Vegas,NV,2245,1,76,45,236,America/Los_Angeles,1325486700000,America/Los_Angeles,1325404860000
751561,2012,1,1/1/2012,20304,OO,5456,12892,LAX,Los Angeles,CA,LAS,Las Vegas,NV,2245,1,76,45,236,America/Los_Angeles,1325486700000,America/Los_Angeles,1325404860000
69833,2012,26,1/26/2012,20409,B6,128,12478,JFK,New York,NY,BTV,Burlington,VT,2256,1,65,46,266,America/New_York,1327636560000,America/New_York,1327554060000
555966,2012,26,1/26/2012,20409,B6,128,12478,JFK,New York,NY,BTV,Burlington,VT,2256,1,65,46,266,America/New_York,1327636560000,America/New_York,1327554060000
1042099,2012,26,1/26/2012,20409,B6,128,12478,JFK,New York,NY,BTV,Burlington,VT,2256,1,65,46,266,America/New_York,1327636560000,America/New_York,1327554060000
319109,2012,24,1/24/2012,19977,UA,710,12892,LAX,Los Angeles,CA,LAS,Las Vegas,NV,2256,1,65,48,236,America/Los_Angeles,1327474560000,America/Los_Angeles,1327392060000
324578,2012,3,1/3/2012,19977,UA,927,14771,SFO,San Francisco,CA,LAX,Los Angeles,CA,2246,1,75,48,337,America/Los_Angeles,1325659560000,America/Los_Angeles,1325577660000
347468,2012,3,1/3/2012,20355,US,619,13891,ONT,Ontario,CA,PHX,Phoenix,AZ,2149,1,72,48,325,America/Los_Angeles,1325656140000,America/Phoenix,1325574060000
805242,2012,24,1/24/2012,19977,UA,710,12892,LAX,Los Angeles,CA,LAS,Las Vegas,NV,2256,1,65,48,236,America/Los_Angeles,1327474560000,America/Los_Angeles,1327392060000
810711,2012,3,1/3/2012,19977,UA,927,14771,SFO,San Francisco,CA,LAX,Los Angeles,CA,2246,1,75,48,337,America/Los_Angeles,1325659560000,America/Los_Angeles,1325577660000
833601,2012,3,1/3/2012,20355,US,619,13891,ONT,Ontario,CA,PHX,Phoenix,AZ,2149,1,72,48,325,America/Los_Angeles,1325656140000,America/Phoenix,1325574060000
272670,2012,22,1/22/2012,20304,OO,4440,14771,SFO,San Francisco,CA,LAX,Los Angeles,CA,2247,1,74,49,337,America/Los_Angeles,1327301220000,America/Los_Angeles,1327219260000
758803,2012,22,1/22/2012,20304,OO,4440,14771,SFO,San Francisco,CA,LAX,Los Angeles,CA,2247,1,74,49,337,America/Los_Angeles,1327301220000,America/Los_Angeles,1327219260000
359917,2012,14,1/14/2012,20355,US,880,14100,PHL,Philadelphia,PA,BOS,Boston,MA,2254,1,67,50,280,America/New_York,1326599640000,America/New_York,1326517260000
846050,2012,14,1/14/2012,20355,US,880,14100,PHL,Philadelphia,PA,BOS,Boston,MA,2254,1,67,50,280,America/New_York,1326599640000,America/New_York,1326517260000
62610,2012,13,1/13/2012,20409,B6,30,12478,JFK,New York,NY,ROC,Rochester,NY,2242,1,79,51,264,America/New_York,1326512520000,America/New_York,1326430860000
268387,2012,4,1/4/2012,20304,OO,2958,14107,PHX,Phoenix,AZ,ELP,El Paso,TX,2245,1,76,51,347,America/Phoenix,1325742300000,America/Denver,1325660460000
548743,2012,13,1/13/2012,20409,B6,30,12478,JFK,New York,NY,ROC,Rochester,NY,2242,1,79,51,264,America/New_York,1326512520000,America/New_York,1326430860000
754520,2012,4,1/4/2012,20304,OO,2958,14107,PHX,Phoenix,AZ,ELP,El Paso,TX,2245,1,76,51,347,America/Phoenix,1325742300000,America/Denver,1325660460000
1034876,2012,13,1/13/2012,20409,B6,30,12478,JFK,New York,NY,ROC,Rochester,NY,2242,1,79,51,264,America/New_York,1326512520000,America/New_York,1326430860000
409024,2012,9,1/9/2012,19393,WN,2824,13891,ONT,Ontario,CA,PHX,Phoenix,AZ,2154,1,67,53,325,America/Los_Angeles,1326174840000,America/Phoenix,1326092460000
895157,2012,9,1/9/2012,19393,WN,2824,13891,ONT,Ontario,CA,PHX,Phoenix,AZ,2154,1,67,53,325,America/Los_Angeles,1326174840000,America/Phoenix,1326092460000
276532,2012,26,1/26/2012,20304,OO,4608,12892,LAX,Los Angeles,CA,SFO,San Francisco,CA,2238,1,83,55,337,America/Los_Angeles,1327646280000,America/Los_Angeles,1327564860000
762665,2012,26,1/26/2012,20304,OO,4608,12892,LAX,Los Angeles,CA,SFO,San Francisco,CA,2238,1,83,55,337,America/Los_Angeles,1327646280000,America/Los_Angeles,1327564860000
92272,2012,11,1/11/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2247,1,74,56,404,America/New_York,1326340020000,America/New_York,1326258060000
290266,2012,18,1/18/2012,20304,OO,5403,14771,SFO,San Francisco,CA,ONT,Ontario,CA,2236,1,85,56,363,America/Los_Angeles,1326954960000,America/Los_Angeles,1326873660000
578405,2012,11,1/11/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2247,1,74,56,404,America/New_York,1326340020000,America/New_York,1326258060000
776399,2012,18,1/18/2012,20304,OO,5403,14771,SFO,San Francisco,CA,ONT,Ontario,CA,2236,1,85,56,363,America/Los_Angeles,1326954960000,America/Los_Angeles,1326873660000
477272,2012,8,1/8/2012,20378,YV,2810,14107,PHX,Phoenix,AZ,ABQ,Albuquerque,NM,2243,1,78,57,328,America/Phoenix,1326087780000,America/Denver,1326006060000
963405,2012,8,1/8/2012,20378,YV,2810,14107,PHX,Phoenix,AZ,ABQ,Albuquerque,NM,2243,1,78,57,328,America/Phoenix,1326087780000,America/Denver,1326006060000
71525,2012,29,1/29/2012,20409,B6,112,12478,JFK,New York,NY,BUF,Buffalo,NY,2243,1,78,58,301,America/New_York,1327894980000,America/New_York,1327813260000
90452,2012,10,1/10/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2247,1,74,58,404,America/New_York,1326253620000,America/New_York,1326171660000
143330,2012,9,1/9/2012,20366,EV,4526,12266,IAH,Houston,TX,LRD,Laredo,TX,2248,1,73,58,301,America/Chicago,1326170880000,America/Chicago,1326088860000
311052,2012,18,1/18/2012,19977,UA,455,14771,SFO,San Francisco,CA,LAS,Las Vegas,NV,2232,1,89,58,414,America/Los_Angeles,1326954720000,America/Los_Angeles,1326873660000
390467,2012,3,1/3/2012,19393,WN,1118,12892,LAX,Los Angeles,CA,PHX,Phoenix,AZ,2149,1,72,58,370,America/Los_Angeles,1325656140000,America/Phoenix,1325574060000
557658,2012,29,1/29/2012,20409,B6,112,12478,JFK,New York,NY,BUF,Buffalo,NY,2243,1,78,58,301,America/New_York,1327894980000,America/New_York,1327813260000
576585,2012,10,1/10/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2247,1,74,58,404,America/New_York,1326253620000,America/New_York,1326171660000
629463,2012,9,1/9/2012,20366,EV,4526,12266,IAH,Houston,TX,LRD,Laredo,TX,2248,1,73,58,301,America/Chicago,1326170880000,America/Chicago,1326088860000
797185,2012,18,1/18/2012,19977,UA,455,14771,SFO,San Francisco,CA,LAS,Las Vegas,NV,2232,1,89,58,414,America/Los_Angeles,1326954720000,America/Los_Angeles,1326873660000
876600,2012,3,1/3/2012,19393,WN,1118,12892,LAX,Los Angeles,CA,PHX,Phoenix,AZ,2149,1,72,58,370,America/Los_Angeles,1325656140000,America/Phoenix,1325574060000
1043791,2012,29,1/29/2012,20409,B6,112,12478,JFK,New York,NY,BUF,Buffalo,NY,2243,1,78,58,301,America/New_York,1327894980000,America/New_York,1327813260000
99171,2012,15,1/15/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2246,1,75,59,404,America/New_York,1326685560000,America/New_York,1326603660000
115283,2012,24,1/24/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2247,1,74,59,404,America/New_York,1327463220000,America/New_York,1327381260000
275902,2012,13,1/13/2012,20304,OO,6437,12892,LAX,Los Angeles,CA,RNO,Reno,NV,2239,1,82,59,391,America/Los_Angeles,1326523140000,America/Los_Angeles,1326441660000
585304,2012,15,1/15/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2246,1,75,59,404,America/New_York,1326685560000,America/New_York,1326603660000
601416,2012,24,1/24/2012,19790,DL,1869,10397,ATL,Atlanta,GA,MCO,Orlando,FL,2247,1,74,59,404,America/New_York,1327463220000,America/New_York,1327381260000
762035,2012,13,1/13/2012,20304,OO,6437,12892,LAX,Los Angeles,CA,RNO,Reno,NV,2239,1,82,59,391,America/Los_Angeles,1326523140000,America/Los_Angeles,1326441660000
202634,2012,17,1/17/2012,20437,FL,707,10397,ATL,Atlanta,GA,DAY,Dayton,OH,2221,1,100,60,432,America/New_York,1326856860000,America/New_York,1326776460000
269439,2012,19,1/19/2012,20304,OO,6269,14771,SFO,San Francisco,CA,SAN,San Diego,CA,2241,1,80,60,447,America/Los_Angeles,1327041660000,America/Los_Angeles,1326960060000
441295,2012,20,1/20/2012,19393,WN,3422,13232,MDW,Chicago,IL,BUF,Buffalo,NY,2120,1,101,60,468,America/Chicago,1327116000000,America/New_York,1327035660000
688767,2012,17,1/17/2012,20437,FL,707,10397,ATL,Atlanta,GA,DAY,Dayton,OH,2221,1,100,60,432,America/New_York,1326856860000,America/New_York,1326776460000
755572,2012,19,1/19/2012,20304,OO,6269,14771,SFO,San Francisco,CA,SAN,San Diego,CA,2241,1,80,60,447,America/Los_Angeles,1327041660000,America/Los_Angeles,1326960060000
927428,2012,20,1/20/2012,19393,WN,3422,13232,MDW,Chicago,IL,BUF,Buffalo,NY,2120,1,101,60,468,America/Chicago,1327116000000,America/New_York,1327035660000
144159,2012,9,1/9/2012,20366,EV,4551,12266,IAH,Houston,TX,MEM,Memphis,TN,2229,1,92,63,468,America/Chicago,1326169740000,America/Chicago,1326088860000
630292,2012,9,1/9/2012,20366,EV,4551,12266,IAH,Houston,TX,MEM,Memphis,TN,2229,1,92,63,468,America/Chicago,1326169740000,America/Chicago,1326088860000
156790,2012,19,1/19/2012,20366,EV,5194,11433,DTW,Detroit,MI,EWR,Newark,NJ,2238,1,83,64,488,America/New_York,1327030680000,America/New_York,1326949260000
204432,2012,20,1/20/2012,20437,FL,400,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2240,1,81,64,432,America/New_York,1327117200000,America/New_York,1327035660000
642923,2012,19,1/19/2012,20366,EV,5194,11433,DTW,Detroit,MI,EWR,Newark,NJ,2238,1,83,64,488,America/New_York,1327030680000,America/New_York,1326949260000
690565,2012,20,1/20/2012,20437,FL,400,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2240,1,81,64,432,America/New_York,1327117200000,America/New_York,1327035660000
78533,2012,4,1/4/2012,19790,DL,570,13487,MSP,Minneapolis,MN,DTW,Detroit,MI,2137,1,84,66,528,America/Chicago,1325734620000,America/New_York,1325653260000
564666,2012,4,1/4/2012,19790,DL,570,13487,MSP,Minneapolis,MN,DTW,Detroit,MI,2137,1,84,66,528,America/Chicago,1325734620000,America/New_York,1325653260000
20573,2012,5,1/5/2012,19805,AA,1251,11298,DFW,Dallas/Fort Worth,TX,MCI,Kansas City,MO,2243,1,78,67,460,America/Chicago,1325824980000,America/Chicago,1325743260000
197833,2012,9,1/9/2012,20437,FL,400,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2230,1,91,67,432,America/New_York,1326166200000,America/New_York,1326085260000
202745,2012,17,1/17/2012,20437,FL,1744,10397,ATL,Atlanta,GA,PIT,Pittsburgh,PA,2218,1,103,67,526,America/New_York,1326856680000,America/New_York,1326776460000
506706,2012,5,1/5/2012,19805,AA,1251,11298,DFW,Dallas/Fort Worth,TX,MCI,Kansas City,MO,2243,1,78,67,460,America/Chicago,1325824980000,America/Chicago,1325743260000
683966,2012,9,1/9/2012,20437,FL,400,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2230,1,91,67,432,America/New_York,1326166200000,America/New_York,1326085260000
688878,2012,17,1/17/2012,20437,FL,1744,10397,ATL,Atlanta,GA,PIT,Pittsburgh,PA,2218,1,103,67,526,America/New_York,1326856680000,America/New_York,1326776460000
992839,2012,5,1/5/2012,19805,AA,1251,11298,DFW,Dallas/Fort Worth,TX,MCI,Kansas City,MO,2243,1,78,67,460,America/Chicago,1325824980000,America/Chicago,1325743260000
123709,2012,29,1/29/2012,19790,DL,1448,11433,DTW,Detroit,MI,LGA,New York,NY,2226,1,95,68,502,America/New_York,1327893960000,America/New_York,1327813260000
609842,2012,29,1/29/2012,19790,DL,1448,11433,DTW,Detroit,MI,LGA,New York,NY,2226,1,95,68,502,America/New_York,1327893960000,America/New_York,1327813260000
76547,2012,3,1/3/2012,19790,DL,570,13487,MSP,Minneapolis,MN,DTW,Detroit,MI,2134,1,87,69,528,America/Chicago,1325648040000,America/New_York,1325566860000
257294,2012,10,1/10/2012,20304,OO,5340,14771,SFO,San Francisco,CA,MFR,Medford,OR,2234,1,87,69,329,America/Los_Angeles,1326263640000,America/Los_Angeles,1326182460000
562680,2012,3,1/3/2012,19790,DL,570,13487,MSP,Minneapolis,MN,DTW,Detroit,MI,2134,1,87,69,528,America/Chicago,1325648040000,America/New_York,1325566860000
743427,2012,10,1/10/2012,20304,OO,5340,14771,SFO,San Francisco,CA,MFR,Medford,OR,2234,1,87,69,329,America/Los_Angeles,1326263640000,America/Los_Angeles,1326182460000
20584,2012,18,1/18/2012,19805,AA,1251,11298,DFW,Dallas/Fort Worth,TX,MCI,Kansas City,MO,2237,1,84,70,460,America/Chicago,1326947820000,America/Chicago,1326866460000
290256,2012,12,1/12/2012,20304,OO,5403,14771,SFO,San Francisco,CA,ONT,Ontario,CA,2230,1,91,70,363,America/Los_Angeles,1326436200000,America/Los_Angeles,1326355260000
322689,2012,23,1/23/2012,19977,UA,841,12892,LAX,Los Angeles,CA,SFO,San Francisco,CA,2228,1,93,70,337,America/Los_Angeles,1327386480000,America/Los_Angeles,1327305660000
506717,2012,18,1/18/2012,19805,AA,1251,11298,DFW,Dallas/Fort Worth,TX,MCI,Kansas City,MO,2237,1,84,70,460,America/Chicago,1326947820000,America/Chicago,1326866460000
776389,2012,12,1/12/2012,20304,OO,5403,14771,SFO,San Francisco,CA,ONT,Ontario,CA,2230,1,91,70,363,America/Los_Angeles,1326436200000,America/Los_Angeles,1326355260000
808822,2012,23,1/23/2012,19977,UA,841,12892,LAX,Los Angeles,CA,SFO,San Francisco,CA,2228,1,93,70,337,America/Los_Angeles,1327386480000,America/Los_Angeles,1327305660000
992850,2012,18,1/18/2012,19805,AA,1251,11298,DFW,Dallas/Fort Worth,TX,MCI,Kansas City,MO,2237,1,84,70,460,America/Chicago,1326947820000,America/Chicago,1326866460000
75808,2012,2,1/2/2012,19790,DL,1898,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2218,1,103,71,432,America/New_York,1325560680000,America/New_York,1325480460000
561941,2012,2,1/2/2012,19790,DL,1898,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2218,1,103,71,432,America/New_York,1325560680000,America/New_York,1325480460000
1048074,2012,2,1/2/2012,19790,DL,1898,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2218,1,103,71,432,America/New_York,1325560680000,America/New_York,1325480460000
257271,2012,21,1/21/2012,20304,OO,5340,14771,SFO,San Francisco,CA,MFR,Medford,OR,2230,1,91,73,329,America/Los_Angeles,1327213800000,America/Los_Angeles,1327132860000
743404,2012,21,1/21/2012,20304,OO,5340,14771,SFO,San Francisco,CA,MFR,Medford,OR,2230,1,91,73,329,America/Los_Angeles,1327213800000,America/Los_Angeles,1327132860000
171578,2012,2,1/2/2012,20366,EV,5753,13930,ORD,Chicago,IL,ROC,Rochester,NY,2130,1,91,74,528,America/Chicago,1325561400000,America/New_York,1325480460000
657711,2012,2,1/2/2012,20366,EV,5753,13930,ORD,Chicago,IL,ROC,Rochester,NY,2130,1,91,74,528,America/Chicago,1325561400000,America/New_York,1325480460000
111021,2012,22,1/22/2012,19790,DL,1229,10397,ATL,Atlanta,GA,PBI,West Palm Beach/Palm Beach,FL,2218,1,103,76,545,America/New_York,1327288680000,America/New_York,1327208460000
597154,2012,22,1/22/2012,19790,DL,1229,10397,ATL,Atlanta,GA,PBI,West Palm Beach/Palm Beach,FL,2218,1,103,76,545,America/New_York,1327288680000,America/New_York,1327208460000
195902,2012,6,1/6/2012,20437,FL,182,10397,ATL,Atlanta,GA,DCA,Washington,DC,2219,1,102,77,547,America/New_York,1325906340000,America/New_York,1325826060000
682035,2012,6,1/6/2012,20437,FL,182,10397,ATL,Atlanta,GA,DCA,Washington,DC,2219,1,102,77,547,America/New_York,1325906340000,America/New_York,1325826060000
254403,2012,17,1/17/2012,20398,MQ,4689,11433,DTW,Detroit,MI,LGA,New York,NY,2150,1,131,78,502,America/New_York,1326855000000,America/New_York,1326776460000
740536,2012,17,1/17/2012,20398,MQ,4689,11433,DTW,Detroit,MI,LGA,New York,NY,2150,1,131,78,502,America/New_York,1326855000000,America/New_York,1326776460000
236548,2012,19,1/19/2012,20398,MQ,3720,13930,ORD,Chicago,IL,ATL,Atlanta,GA,2118,1,103,79,606,America/Chicago,1327029480000,America/New_York,1326949260000
375791,2012,28,1/28/2012,20355,US,1940,11057,CLT,Charlotte,NC,ALB,Albany,NY,2211,1,110,79,646,America/New_York,1327806660000,America/New_York,1327726860000
722681,2012,19,1/19/2012,20398,MQ,3720,13930,ORD,Chicago,IL,ATL,Atlanta,GA,2118,1,103,79,606,America/Chicago,1327029480000,America/New_York,1326949260000
861924,2012,28,1/28/2012,20355,US,1940,11057,CLT,Charlotte,NC,ALB,Albany,NY,2211,1,110,79,646,America/New_York,1327806660000,America/New_York,1327726860000
205721,2012,22,1/22/2012,20437,FL,338,10397,ATL,Atlanta,GA,PHL,Philadelphia,PA,2220,1,101,81,666,America/New_York,1327288800000,America/New_York,1327208460000
691854,2012,22,1/22/2012,20437,FL,338,10397,ATL,Atlanta,GA,PHL,Philadelphia,PA,2220,1,101,81,666,America/New_York,1327288800000,America/New_York,1327208460000
203819,2012,19,1/19/2012,20437,FL,400,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2213,1,108,82,432,America/New_York,1327029180000,America/New_York,1326949260000
208627,2012,27,1/27/2012,20437,FL,144,10397,ATL,Atlanta,GA,DTW,Detroit,MI,2210,1,111,82,594,America/New_York,1327720200000,America/New_York,1327640460000
689952,2012,19,1/19/2012,20437,FL,400,10397,ATL,Atlanta,GA,IND,Indianapolis,IN,2213,1,108,82,432,America/New_York,1327029180000,America/New_York,1326949260000
694760,2012,27,1/27/2012,20437,FL,144,10397,ATL,Atlanta,GA,DTW,Detroit,MI,2210,1,111,82,594,America/New_York,1327720200000,America/New_York,1327640460000
345875,2012,1,1/1/2012,20355,US,1940,11057,CLT,Charlotte,NC,ALB,Albany,NY,2218,1,103,84,646,America/New_York,1325474280000,America/New_York,1325394060000
359070,2012,13,1/13/2012,20355,US,1473,11057,CLT,Charlotte,NC,TPA,Tampa,FL,2219,1,102,84,507,America/New_York,1326511140000,America/New_York,1326430860000
832008,2012,1,1/1/2012,20355,US,1940,11057,CLT,Charlotte,NC,ALB,Albany,NY,2218,1,103,84,646,America/New_York,1325474280000,America/New_York,1325394060000
845203,2012,13,1/13/2012,20355,US,1473,11057,CLT,Charlotte,NC,TPA,Tampa,FL,2219,1,102,84,507,America/New_York,1326511140000,America/New_York,1326430860000
3336,2012,15,1/15/2012,19805,AA,336,13930,ORD,Chicago,IL,LGA,New York,NY,2118,1,103,87,733,America/Chicago,1326683880000,America/New_York,1326603660000
88055,2012,9,1/9/2012,19790,DL,1290,10397,ATL,Atlanta,GA,DTW,Detroit,MI,2200,1,121,87,594,America/New_York,1326164400000,America/New_York,1326085260000
375107,2012,28,1/28/2012,20355,US,306,11057,CLT,Charlotte,NC,BOS,Boston,MA,2212,1,109,87,728,America/New_York,1327806720000,America/New_York,1327726860000
489469,2012,15,1/15/2012,19805,AA,336,13930,ORD,Chicago,IL,LGA,New York,NY,2118,1,103,87,733,America/Chicago,1326683880000,America/New_York,1326603660000
574188,2012,9,1/9/2012,19790,DL,1290,10397,ATL,Atlanta,GA,DTW,Detroit,MI,2200,1,121,87,594,America/New_York,1326164400000,America/New_York,1326085260000
861240,2012,28,1/28/2012,20355,US,306,11057,CLT,Charlotte,NC,BOS,Boston,MA,2212,1,109,87,728,America/New_York,1327806720000,America/New_York,1327726860000
975602,2012,15,1/15/2012,19805,AA,336,13930,ORD,Chicago,IL,LGA,New York,NY,2118,1,103,87,733,America/Chicago,1326683880000,America/New_York,1326603660000
208023,2012,26,1/26/2012,20437,FL,251,10397,ATL,Atlanta,GA,FNT,Flint,MI,2213,1,108,88,645,America/New_York,1327633980000,America/New_York,1327554060000
349946,2012,5,1/5/2012,20355,US,959,11057,CLT,Charlotte,NC,FLL,Fort Lauderdale,FL,2214,1,107,88,631,America/New_York,1325819640000,America/New_York,1325739660000
694156,2012,26,1/26/2012,20437,FL,251,10397,ATL,Atlanta,GA,FNT,Flint,MI,2213,1,108,88,645,America/New_York,1327633980000,America/New_York,1327554060000
836079,2012,5,1/5/2012,20355,US,959,11057,CLT,Charlotte,NC,FLL,Fort Lauderdale,FL,2214,1,107,88,631,America/New_York,1325819640000,America/New_York,1325739660000
209253,2012,28,1/28/2012,20437,FL,79,10397,ATL,Atlanta,GA,FLL,Fort Lauderdale,FL,2214,1,107,89,581,America/New_York,1327806840000,America/New_York,1327726860000
695386,2012,28,1/28/2012,20437,FL,79,10397,ATL,Atlanta,GA,FLL,Fort Lauderdale,FL,2214,1,107,89,581,America/New_York,1327806840000,America/New_York,1327726860000
374790,2012,27,1/27/2012,20355,US,1940,11057,CLT,Charlotte,NC,ALB,Albany,NY,2214,1,107,90,646,America/New_York,1327720440000,America/New_York,1327640460000
860923,2012,27,1/27/2012,20355,US,1940,11057,CLT,Charlotte,NC,ALB,Albany,NY,2214,1,107,90,646,America/New_York,1327720440000,America/New_York,1327640460000
351122,2012,6,1/6/2012,20355,US,959,11057,CLT,Charlotte,NC,FLL,Fort Lauderdale,FL,2211,1,110,92,631,America/New_York,1325905860000,America/New_York,1325826060000
837255,2012,6,1/6/2012,20355,US,959,11057,CLT,Charlotte,NC,FLL,Fort Lauderdale,FL,2211,1,110,92,631,America/New_York,1325905860000,America/New_York,1325826060000
192511,2012,1,1/1/2012,20437,FL,251,10397,ATL,Atlanta,GA,FNT,Flint,MI,2207,1,114,93,645,America/New_York,1325473620000,America/New_York,1325394060000
678644,2012,1,1/1/2012,20437,FL,251,10397,ATL,Atlanta,GA,FNT,Flint,MI,2207,1,114,93,645,America/New_York,1325473620000,America/New_York,1325394060000
233844,2012,18,1/18/2012,20398,MQ,3533,13303,MIA,Miami,FL,CLT,Charlotte,NC,2209,1,112,94,650,America/New_York,1326942540000,America/New_York,1326862860000
719977,2012,18,1/18/2012,20398,MQ,3533,13303,MIA,Miami,FL,CLT,Charlotte,NC,2209,1,112,94,650,America/New_York,1326942540000,America/New_York,1326862860000
193873,2012,3,1/3/2012,20437,FL,251,10397,ATL,Atlanta,GA,FNT,Flint,MI,2207,1,114,95,645,America/New_York,1325646420000,America/New_York,1325566860000
265620,2012,16,1/16/2012,20304,OO,6209,11292,DEN,Denver,CO,PHX,Phoenix,AZ,2140,1,141,95,602,America/Denver,1326775200000,America/Phoenix,1326697260000
680006,2012,3,1/3/2012,20437,FL,251,10397,ATL,Atlanta,GA,FNT,Flint,MI,2207,1,114,95,645,America/New_York,1325646420000,America/New_York,1325566860000
751753,2012,16,1/16/2012,20304,OO,6209,11292,DEN,Denver,CO,PHX,Phoenix,AZ,2140,1,141,95,602,America/Denver,1326775200000,America/Phoenix,1326697260000
205095,2012,21,1/21/2012,20437,FL,440,10397,ATL,Atlanta,GA,MKE,Milwaukee,WI,2305,1,116,96,669,America/New_York,1327205100000,America/Chicago,1327125660000
691228,2012,21,1/21/2012,20437,FL,440,10397,ATL,Atlanta,GA,MKE,Milwaukee,WI,2305,1,116,96,669,America/New_York,1327205100000,America/Chicago,1327125660000
233851,2012,25,1/25/2012,20398,MQ,3533,13303,MIA,Miami,FL,CLT,Charlotte,NC,2208,1,113,97,650,America/New_York,1327547280000,America/New_York,1327467660000
