ID,YEAR,DAY_OF_MONTH,FL_DATE,AIRLINE_ID,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEP_TIME,ARR_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,ORIGIN_TIMEZONE_CODE,DEP_TIME_UTC_MS,DEST_TIMEZONE_CODE,ARR_TIME_UTC_MS,Same_Timezone
944935,2012,26,1/26/2012,19393,WN,1272,13487,MSP,Minneapolis,MN,PHX,Phoenix,AZ,705,1056,111,111,1276,America/Chicago,1.32758E+12,America/Phoenix,1.3276E+12,FALSE
982500,2012,24,1/24/2012,19805,AA,639,13303,MIA,Miami,FL,SJU,San Juan,PR,705,1307,111,111,1045,America/New_York,1.32741E+12,America/Barbados,1.32742E+12,FALSE
1011765,2012,21,1/21/2012,19805,AA,2230,12278,ICT,Wichita,KS,DFW,Dallas/Fort Worth,TX,705,111,111,111,328,America/Chicago,1.32715E+12,America/Chicago,1.32713E+12,TRUE
440850,2012,20,1/20/2012,19393,WN,698,12889,LAS,Las Vegas,NV,MDW,Chicago,IL,702,111,111,111,1521,America/Los_Angeles,1.32707E+12,America/Chicago,1.32704E+12,FALSE
926983,2012,20,1/20/2012,19393,WN,698,12889,LAS,Las Vegas,NV,MDW,Chicago,IL,702,111,111,111,1521,America/Los_Angeles,1.32707E+12,America/Chicago,1.32704E+12,FALSE
20325,2012,24,1/24/2012,19805,AA,1237,10800,BUR,Burbank,CA,DFW,Dallas/Fort Worth,TX,700,1306,111,111,1231,America/Los_Angeles,1.32742E+12,America/Chicago,1.32743E+12,FALSE
77233,2012,3,1/3/2012,19790,DL,1429,12478,JFK,New York,NY,LAS,Las Vegas,NV,700,1100,111,111,2248,America/New_York,1.32559E+12,America/Los_Angeles,1.32562E+12,FALSE
218990,2012,8,1/8/2012,20398,MQ,2754,12951,LFT,Lafayette,LA,DFW,Dallas/Fort Worth,TX,700,1104,111,111,351,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
229841,2012,9,1/9/2012,20398,MQ,3298,11298,DFW,Dallas/Fort Worth,TX,HOU,Houston,TX,700,1348,111,111,247,America/Chicago,1.32611E+12,America/Chicago,1.32614E+12,TRUE
234905,2012,6,1/6/2012,20398,MQ,3578,13303,MIA,Miami,FL,TLH,Tallahassee,FL,700,1139,111,111,402,America/New_York,1.32585E+12,America/New_York,1.32587E+12,TRUE
407502,2012,9,1/9/2012,19393,WN,1,11259,DAL,Dallas,TX,HOU,Houston,TX,700,1315,111,111,239,America/Chicago,1.32611E+12,America/Chicago,1.32614E+12,TRUE
506458,2012,24,1/24/2012,19805,AA,1237,10800,BUR,Burbank,CA,DFW,Dallas/Fort Worth,TX,700,1306,111,111,1231,America/Los_Angeles,1.32742E+12,America/Chicago,1.32743E+12,FALSE
563366,2012,3,1/3/2012,19790,DL,1429,12478,JFK,New York,NY,LAS,Las Vegas,NV,700,1100,111,111,2248,America/New_York,1.32559E+12,America/Los_Angeles,1.32562E+12,FALSE
705123,2012,8,1/8/2012,20398,MQ,2754,12951,LFT,Lafayette,LA,DFW,Dallas/Fort Worth,TX,700,1104,111,111,351,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
715974,2012,9,1/9/2012,20398,MQ,3298,11298,DFW,Dallas/Fort Worth,TX,HOU,Houston,TX,700,1348,111,111,247,America/Chicago,1.32611E+12,America/Chicago,1.32614E+12,TRUE
721038,2012,6,1/6/2012,20398,MQ,3578,13303,MIA,Miami,FL,TLH,Tallahassee,FL,700,1139,111,111,402,America/New_York,1.32585E+12,America/New_York,1.32587E+12,TRUE
893635,2012,9,1/9/2012,19393,WN,1,11259,DAL,Dallas,TX,HOU,Houston,TX,700,1315,111,111,239,America/Chicago,1.32611E+12,America/Chicago,1.32614E+12,TRUE
992591,2012,24,1/24/2012,19805,AA,1237,10800,BUR,Burbank,CA,DFW,Dallas/Fort Worth,TX,700,1306,111,111,1231,America/Los_Angeles,1.32742E+12,America/Chicago,1.32743E+12,FALSE
69139,2012,25,1/25/2012,20409,B6,1223,10721,BOS,Boston,MA,RDU,Raleigh/Durham,NC,659,1055,111,111,612,America/New_York,1.32749E+12,America/New_York,1.32751E+12,TRUE
137734,2012,2,1/2/2012,20366,EV,4349,12951,LFT,Lafayette,LA,IAH,Houston,TX,659,111,111,111,201,America/Chicago,1.32551E+12,America/Chicago,1.32549E+12,TRUE
235829,2012,9,1/9/2012,20398,MQ,3687,14683,SAT,San Antonio,TX,ORD,Chicago,IL,659,1051,111,111,1042,America/Chicago,1.32611E+12,America/Chicago,1.32613E+12,TRUE
266429,2012,17,1/17/2012,20304,OO,4727,13495,MSY,New Orleans,LA,SLC,Salt Lake City,UT,659,1125,111,111,1428,America/Chicago,1.32681E+12,America/Denver,1.32682E+12,FALSE
346539,2012,2,1/2/2012,20355,US,1136,13495,MSY,New Orleans,LA,PHL,Philadelphia,PA,659,1156,111,111,1088,America/Chicago,1.32551E+12,America/New_York,1.32552E+12,FALSE
486119,2012,23,1/23/2012,20378,YV,2740,14685,SAV,Savannah,GA,CLT,Charlotte,NC,659,111,111,111,213,America/New_York,1.32732E+12,America/New_York,1.3273E+12,TRUE
555272,2012,25,1/25/2012,20409,B6,1223,10721,BOS,Boston,MA,RDU,Raleigh/Durham,NC,659,1055,111,111,612,America/New_York,1.32749E+12,America/New_York,1.32751E+12,TRUE
623867,2012,2,1/2/2012,20366,EV,4349,12951,LFT,Lafayette,LA,IAH,Houston,TX,659,111,111,111,201,America/Chicago,1.32551E+12,America/Chicago,1.32549E+12,TRUE
721962,2012,9,1/9/2012,20398,MQ,3687,14683,SAT,San Antonio,TX,ORD,Chicago,IL,659,1051,111,111,1042,America/Chicago,1.32611E+12,America/Chicago,1.32613E+12,TRUE
752562,2012,17,1/17/2012,20304,OO,4727,13495,MSY,New Orleans,LA,SLC,Salt Lake City,UT,659,1125,111,111,1428,America/Chicago,1.32681E+12,America/Denver,1.32682E+12,FALSE
832672,2012,2,1/2/2012,20355,US,1136,13495,MSY,New Orleans,LA,PHL,Philadelphia,PA,659,1156,111,111,1088,America/Chicago,1.32551E+12,America/New_York,1.32552E+12,FALSE
972252,2012,23,1/23/2012,20378,YV,2740,14685,SAV,Savannah,GA,CLT,Charlotte,NC,659,111,111,111,213,America/New_York,1.32732E+12,America/New_York,1.3273E+12,TRUE
1041405,2012,25,1/25/2012,20409,B6,1223,10721,BOS,Boston,MA,RDU,Raleigh/Durham,NC,659,1055,111,111,612,America/New_York,1.32749E+12,America/New_York,1.32751E+12,TRUE
16873,2012,9,1/9/2012,19805,AA,1087,10693,BNA,Nashville,TN,DFW,Dallas/Fort Worth,TX,658,1154,111,111,631,America/Chicago,1.32611E+12,America/Chicago,1.32613E+12,TRUE
220580,2012,8,1/8/2012,20398,MQ,2818,13277,MGM,Montgomery,AL,DFW,Dallas/Fort Worth,TX,658,1146,111,111,622,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
330296,2012,25,1/25/2012,19977,UA,1670,11292,DEN,Denver,CO,IAH,Houston,TX,658,1331,111,111,862,America/Denver,1.3275E+12,America/Chicago,1.32752E+12,FALSE
503006,2012,9,1/9/2012,19805,AA,1087,10693,BNA,Nashville,TN,DFW,Dallas/Fort Worth,TX,658,1154,111,111,631,America/Chicago,1.32611E+12,America/Chicago,1.32613E+12,TRUE
706713,2012,8,1/8/2012,20398,MQ,2818,13277,MGM,Montgomery,AL,DFW,Dallas/Fort Worth,TX,658,1146,111,111,622,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
816429,2012,25,1/25/2012,19977,UA,1670,11292,DEN,Denver,CO,IAH,Houston,TX,658,1331,111,111,862,America/Denver,1.3275E+12,America/Chicago,1.32752E+12,FALSE
989139,2012,9,1/9/2012,19805,AA,1087,10693,BNA,Nashville,TN,DFW,Dallas/Fort Worth,TX,658,1154,111,111,631,America/Chicago,1.32611E+12,America/Chicago,1.32613E+12,TRUE
5937,2012,14,1/14/2012,19805,AA,440,11298,DFW,Dallas/Fort Worth,TX,BNA,Nashville,TN,657,111,111,111,631,America/Chicago,1.32655E+12,America/Chicago,1.32653E+12,TRUE
173984,2012,1,1/1/2012,20366,EV,5862,10434,AVP,Scranton/Wilkes-Barre,PA,ORD,Chicago,IL,657,1139,111,111,632,America/New_York,1.32542E+12,America/Chicago,1.32544E+12,FALSE
380217,2012,17,1/17/2012,21171,VX,363,10721,BOS,Boston,MA,LAX,Los Angeles,CA,657,1221,111,111,2611,America/New_York,1.3268E+12,America/Los_Angeles,1.32683E+12,FALSE
492070,2012,14,1/14/2012,19805,AA,440,11298,DFW,Dallas/Fort Worth,TX,BNA,Nashville,TN,657,111,111,111,631,America/Chicago,1.32655E+12,America/Chicago,1.32653E+12,TRUE
660117,2012,1,1/1/2012,20366,EV,5862,10434,AVP,Scranton/Wilkes-Barre,PA,ORD,Chicago,IL,657,1139,111,111,632,America/New_York,1.32542E+12,America/Chicago,1.32544E+12,FALSE
866350,2012,17,1/17/2012,21171,VX,363,10721,BOS,Boston,MA,LAX,Los Angeles,CA,657,1221,111,111,2611,America/New_York,1.3268E+12,America/Los_Angeles,1.32683E+12,FALSE
978203,2012,14,1/14/2012,19805,AA,440,11298,DFW,Dallas/Fort Worth,TX,BNA,Nashville,TN,657,111,111,111,631,America/Chicago,1.32655E+12,America/Chicago,1.32653E+12,TRUE
110368,2012,21,1/21/2012,19790,DL,2353,10874,CAK,Akron,OH,ATL,Atlanta,GA,656,1110,111,111,528,America/New_York,1.32715E+12,America/New_York,1.32716E+12,TRUE
168543,2012,8,1/8/2012,20366,EV,5553,14696,SBN,South Bend,IN,ATL,Atlanta,GA,656,1339,111,111,566,America/New_York,1.32602E+12,America/New_York,1.32605E+12,TRUE
234907,2012,8,1/8/2012,20398,MQ,3578,13303,MIA,Miami,FL,TLH,Tallahassee,FL,656,111,111,111,402,America/New_York,1.32602E+12,America/New_York,1.326E+12,TRUE
596501,2012,21,1/21/2012,19790,DL,2353,10874,CAK,Akron,OH,ATL,Atlanta,GA,656,1110,111,111,528,America/New_York,1.32715E+12,America/New_York,1.32716E+12,TRUE
654676,2012,8,1/8/2012,20366,EV,5553,14696,SBN,South Bend,IN,ATL,Atlanta,GA,656,1339,111,111,566,America/New_York,1.32602E+12,America/New_York,1.32605E+12,TRUE
721040,2012,8,1/8/2012,20398,MQ,3578,13303,MIA,Miami,FL,TLH,Tallahassee,FL,656,111,111,111,402,America/New_York,1.32602E+12,America/New_York,1.326E+12,TRUE
138110,2012,11,1/11/2012,20366,EV,4358,11618,EWR,Newark,NJ,GSP,Greer,SC,655,1133,111,111,594,America/New_York,1.32628E+12,America/New_York,1.3263E+12,TRUE
184505,2012,26,1/26/2012,20366,EV,6143,13930,ORD,Chicago,IL,CWA,Mosinee,WI,655,111,111,111,212,America/Chicago,1.32758E+12,America/Chicago,1.32756E+12,TRUE
219669,2012,8,1/8/2012,20398,MQ,2786,11973,GPT,Gulfport/Biloxi,MS,DFW,Dallas/Fort Worth,TX,655,1128,111,111,500,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
624243,2012,11,1/11/2012,20366,EV,4358,11618,EWR,Newark,NJ,GSP,Greer,SC,655,1133,111,111,594,America/New_York,1.32628E+12,America/New_York,1.3263E+12,TRUE
670638,2012,26,1/26/2012,20366,EV,6143,13930,ORD,Chicago,IL,CWA,Mosinee,WI,655,111,111,111,212,America/Chicago,1.32758E+12,America/Chicago,1.32756E+12,TRUE
705802,2012,8,1/8/2012,20398,MQ,2786,11973,GPT,Gulfport/Biloxi,MS,DFW,Dallas/Fort Worth,TX,655,1128,111,111,500,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
19540,2012,7,1/7/2012,19805,AA,1200,12892,LAX,Los Angeles,CA,ORD,Chicago,IL,653,111,111,111,1745,America/Los_Angeles,1.32595E+12,America/Chicago,1.32592E+12,FALSE
19926,2012,23,1/23/2012,19805,AA,1218,11298,DFW,Dallas/Fort Worth,TX,ATL,Atlanta,GA,653,1325,111,111,731,America/Chicago,1.32732E+12,America/New_York,1.32734E+12,FALSE
95532,2012,13,1/13/2012,19790,DL,1308,10423,AUS,Austin,TX,ATL,Atlanta,GA,653,111,111,111,813,America/Chicago,1.32646E+12,America/New_York,1.32644E+12,FALSE
203062,2012,17,1/17/2012,20437,FL,868,13487,MSP,Minneapolis,MN,ATL,Atlanta,GA,653,1307,111,111,907,America/Chicago,1.3268E+12,America/New_York,1.32682E+12,FALSE
449776,2012,23,1/23/2012,19393,WN,2091,13931,ORF,Norfolk,VA,BWI,Baltimore,MD,653,1102,111,111,159,America/New_York,1.32732E+12,America/New_York,1.32733E+12,TRUE
450063,2012,23,1/23/2012,19393,WN,2353,14307,PVD,Providence,RI,BWI,Baltimore,MD,653,1029,111,111,327,America/New_York,1.32732E+12,America/New_York,1.32733E+12,TRUE
505673,2012,7,1/7/2012,19805,AA,1200,12892,LAX,Los Angeles,CA,ORD,Chicago,IL,653,111,111,111,1745,America/Los_Angeles,1.32595E+12,America/Chicago,1.32592E+12,FALSE
506059,2012,23,1/23/2012,19805,AA,1218,11298,DFW,Dallas/Fort Worth,TX,ATL,Atlanta,GA,653,1325,111,111,731,America/Chicago,1.32732E+12,America/New_York,1.32734E+12,FALSE
581665,2012,13,1/13/2012,19790,DL,1308,10423,AUS,Austin,TX,ATL,Atlanta,GA,653,111,111,111,813,America/Chicago,1.32646E+12,America/New_York,1.32644E+12,FALSE
689195,2012,17,1/17/2012,20437,FL,868,13487,MSP,Minneapolis,MN,ATL,Atlanta,GA,653,1307,111,111,907,America/Chicago,1.3268E+12,America/New_York,1.32682E+12,FALSE
935909,2012,23,1/23/2012,19393,WN,2091,13931,ORF,Norfolk,VA,BWI,Baltimore,MD,653,1102,111,111,159,America/New_York,1.32732E+12,America/New_York,1.32733E+12,TRUE
936196,2012,23,1/23/2012,19393,WN,2353,14307,PVD,Providence,RI,BWI,Baltimore,MD,653,1029,111,111,327,America/New_York,1.32732E+12,America/New_York,1.32733E+12,TRUE
991806,2012,7,1/7/2012,19805,AA,1200,12892,LAX,Los Angeles,CA,ORD,Chicago,IL,653,111,111,111,1745,America/Los_Angeles,1.32595E+12,America/Chicago,1.32592E+12,FALSE
992192,2012,23,1/23/2012,19805,AA,1218,11298,DFW,Dallas/Fort Worth,TX,ATL,Atlanta,GA,653,1325,111,111,731,America/Chicago,1.32732E+12,America/New_York,1.32734E+12,FALSE
59519,2012,8,1/8/2012,20409,B6,350,10800,BUR,Burbank,CA,JFK,New York,NY,651,1609,111,111,2465,America/Los_Angeles,1.32603E+12,America/New_York,1.32606E+12,FALSE
138123,2012,24,1/24/2012,20366,EV,4358,11618,EWR,Newark,NJ,GSP,Greer,SC,651,1101,111,111,594,America/New_York,1.32741E+12,America/New_York,1.32742E+12,TRUE
223075,2012,8,1/8/2012,20398,MQ,2920,11067,CMI,Champaign/Urbana,IL,DFW,Dallas/Fort Worth,TX,651,1130,111,111,693,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
296627,2012,24,1/24/2012,20304,OO,6237,11648,FCA,Kalispell,MT,DEN,Denver,CO,651,111,111,111,752,America/Denver,1.32741E+12,America/Denver,1.32739E+12,TRUE
381491,2012,26,1/26/2012,21171,VX,201,13930,ORD,Chicago,IL,SFO,San Francisco,CA,651,111,111,111,1846,America/Chicago,1.32758E+12,America/Los_Angeles,1.32757E+12,FALSE
435683,2012,18,1/18/2012,19393,WN,888,14107,PHX,Phoenix,AZ,BUR,Burbank,CA,651,111,111,111,369,America/Phoenix,1.32689E+12,America/Los_Angeles,1.32688E+12,FALSE
545652,2012,8,1/8/2012,20409,B6,350,10800,BUR,Burbank,CA,JFK,New York,NY,651,1609,111,111,2465,America/Los_Angeles,1.32603E+12,America/New_York,1.32606E+12,FALSE
624256,2012,24,1/24/2012,20366,EV,4358,11618,EWR,Newark,NJ,GSP,Greer,SC,651,1101,111,111,594,America/New_York,1.32741E+12,America/New_York,1.32742E+12,TRUE
709208,2012,8,1/8/2012,20398,MQ,2920,11067,CMI,Champaign/Urbana,IL,DFW,Dallas/Fort Worth,TX,651,1130,111,111,693,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
782760,2012,24,1/24/2012,20304,OO,6237,11648,FCA,Kalispell,MT,DEN,Denver,CO,651,111,111,111,752,America/Denver,1.32741E+12,America/Denver,1.32739E+12,TRUE
867624,2012,26,1/26/2012,21171,VX,201,13930,ORD,Chicago,IL,SFO,San Francisco,CA,651,111,111,111,1846,America/Chicago,1.32758E+12,America/Los_Angeles,1.32757E+12,FALSE
921816,2012,18,1/18/2012,19393,WN,888,14107,PHX,Phoenix,AZ,BUR,Burbank,CA,651,111,111,111,369,America/Phoenix,1.32689E+12,America/Los_Angeles,1.32688E+12,FALSE
1031785,2012,8,1/8/2012,20409,B6,350,10800,BUR,Burbank,CA,JFK,New York,NY,651,1609,111,111,2465,America/Los_Angeles,1.32603E+12,America/New_York,1.32606E+12,FALSE
171518,2012,17,1/17/2012,20366,EV,5750,13930,ORD,Chicago,IL,SBN,South Bend,IN,650,1248,111,111,84,America/Chicago,1.3268E+12,America/New_York,1.32682E+12,FALSE
238398,2012,2,1/2/2012,20398,MQ,3809,14107,PHX,Phoenix,AZ,LAX,Los Angeles,CA,650,930,111,111,370,America/Phoenix,1.32551E+12,America/Los_Angeles,1.32553E+12,FALSE
252260,2012,11,1/11/2012,20398,MQ,4534,12953,LGA,New York,NY,XNA,Fayetteville,AR,650,1051,111,111,1147,America/New_York,1.32628E+12,America/Chicago,1.3263E+12,FALSE
375260,2012,28,1/28/2012,20355,US,654,13342,MKE,Milwaukee,WI,PHX,Phoenix,AZ,650,111,111,111,1460,America/Chicago,1.32776E+12,America/Phoenix,1.32774E+12,FALSE
657651,2012,17,1/17/2012,20366,EV,5750,13930,ORD,Chicago,IL,SBN,South Bend,IN,650,1248,111,111,84,America/Chicago,1.3268E+12,America/New_York,1.32682E+12,FALSE
724531,2012,2,1/2/2012,20398,MQ,3809,14107,PHX,Phoenix,AZ,LAX,Los Angeles,CA,650,930,111,111,370,America/Phoenix,1.32551E+12,America/Los_Angeles,1.32553E+12,FALSE
738393,2012,11,1/11/2012,20398,MQ,4534,12953,LGA,New York,NY,XNA,Fayetteville,AR,650,1051,111,111,1147,America/New_York,1.32628E+12,America/Chicago,1.3263E+12,FALSE
861393,2012,28,1/28/2012,20355,US,654,13342,MKE,Milwaukee,WI,PHX,Phoenix,AZ,650,111,111,111,1460,America/Chicago,1.32776E+12,America/Phoenix,1.32774E+12,FALSE
442125,2012,20,1/20/2012,19393,WN,1317,14679,SAN,San Diego,CA,MDW,Chicago,IL,649,2130,111,111,1728,America/Los_Angeles,1.32707E+12,America/Chicago,1.32712E+12,FALSE
928258,2012,20,1/20/2012,19393,WN,1317,14679,SAN,San Diego,CA,MDW,Chicago,IL,649,2130,111,111,1728,America/Los_Angeles,1.32707E+12,America/Chicago,1.32712E+12,FALSE
221018,2012,26,1/26/2012,20398,MQ,2833,11298,DFW,Dallas/Fort Worth,TX,CID,Cedar Rapids/Iowa City,IA,648,111,111,111,685,America/Chicago,1.32758E+12,America/Chicago,1.32756E+12,TRUE
707151,2012,26,1/26/2012,20398,MQ,2833,11298,DFW,Dallas/Fort Worth,TX,CID,Cedar Rapids/Iowa City,IA,648,111,111,111,685,America/Chicago,1.32758E+12,America/Chicago,1.32756E+12,TRUE
291034,2012,27,1/27/2012,20304,OO,5422,10372,ASE,Aspen,CO,DEN,Denver,CO,646,111,111,111,125,America/Denver,1.32767E+12,America/Denver,1.32765E+12,TRUE
777167,2012,27,1/27/2012,20304,OO,5422,10372,ASE,Aspen,CO,DEN,Denver,CO,646,111,111,111,125,America/Denver,1.32767E+12,America/Denver,1.32765E+12,TRUE
165471,2012,23,1/23/2012,20366,EV,5444,14492,RDU,Raleigh/Durham,NC,BWI,Baltimore,MD,645,1050,111,111,255,America/New_York,1.32732E+12,America/New_York,1.32733E+12,TRUE
224102,2012,8,1/8/2012,20398,MQ,2963,11003,CID,Cedar Rapids/Iowa City,IA,DFW,Dallas/Fort Worth,TX,645,1149,111,111,685,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
289929,2012,1,1/1/2012,20304,OO,5398,14771,SFO,San Francisco,CA,SMF,Sacramento,CA,645,1012,111,111,86,America/Los_Angeles,1.32543E+12,America/Los_Angeles,1.32544E+12,TRUE
651604,2012,23,1/23/2012,20366,EV,5444,14492,RDU,Raleigh/Durham,NC,BWI,Baltimore,MD,645,1050,111,111,255,America/New_York,1.32732E+12,America/New_York,1.32733E+12,TRUE
710235,2012,8,1/8/2012,20398,MQ,2963,11003,CID,Cedar Rapids/Iowa City,IA,DFW,Dallas/Fort Worth,TX,645,1149,111,111,685,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
776062,2012,1,1/1/2012,20304,OO,5398,14771,SFO,San Francisco,CA,SMF,Sacramento,CA,645,1012,111,111,86,America/Los_Angeles,1.32543E+12,America/Los_Angeles,1.32544E+12,TRUE
51417,2012,21,1/21/2012,19930,AS,232,14747,SEA,Seattle,WA,SAN,San Diego,CA,644,1201,111,111,1050,America/Los_Angeles,1.32716E+12,America/Los_Angeles,1.32718E+12,TRUE
537550,2012,21,1/21/2012,19930,AS,232,14747,SEA,Seattle,WA,SAN,San Diego,CA,644,1201,111,111,1050,America/Los_Angeles,1.32716E+12,America/Los_Angeles,1.32718E+12,TRUE
1023683,2012,21,1/21/2012,19930,AS,232,14747,SEA,Seattle,WA,SAN,San Diego,CA,644,1201,111,111,1050,America/Los_Angeles,1.32716E+12,America/Los_Angeles,1.32718E+12,TRUE
41846,2012,21,1/21/2012,19805,AA,2401,11298,DFW,Dallas/Fort Worth,TX,LAX,Los Angeles,CA,641,909,111,111,1235,America/Chicago,1.32715E+12,America/Los_Angeles,1.32717E+12,FALSE
527979,2012,21,1/21/2012,19805,AA,2401,11298,DFW,Dallas/Fort Worth,TX,LAX,Los Angeles,CA,641,909,111,111,1235,America/Chicago,1.32715E+12,America/Los_Angeles,1.32717E+12,FALSE
1014112,2012,21,1/21/2012,19805,AA,2401,11298,DFW,Dallas/Fort Worth,TX,LAX,Los Angeles,CA,641,909,111,111,1235,America/Chicago,1.32715E+12,America/Los_Angeles,1.32717E+12,FALSE
110164,2012,21,1/21/2012,19790,DL,2135,15304,TPA,Tampa,FL,LGA,New York,NY,640,1231,111,111,1010,America/New_York,1.32715E+12,America/New_York,1.32717E+12,TRUE
596297,2012,21,1/21/2012,19790,DL,2135,15304,TPA,Tampa,FL,LGA,New York,NY,640,1231,111,111,1010,America/New_York,1.32715E+12,America/New_York,1.32717E+12,TRUE
229224,2012,8,1/8/2012,20398,MQ,3267,11980,GRI,Grand Island,NE,DFW,Dallas/Fort Worth,TX,639,1206,111,111,561,America/Chicago,1.32603E+12,America/Chicago,1.32605E+12,TRUE
715357,2012,8,1/8/2012,20398,MQ,3267,11980,GRI,Grand Island,NE,DFW,Dallas/Fort Worth,TX,639,1206,111,111,561,America/Chicago,1.32603E+12,America/Chicago,1.32605E+12,TRUE
109330,2012,21,1/21/2012,19790,DL,1040,11109,COS,Colorado Springs,CO,ATL,Atlanta,GA,638,1502,111,111,1184,America/Denver,1.32715E+12,America/New_York,1.32718E+12,FALSE
595463,2012,21,1/21/2012,19790,DL,1040,11109,COS,Colorado Springs,CO,ATL,Atlanta,GA,638,1502,111,111,1184,America/Denver,1.32715E+12,America/New_York,1.32718E+12,FALSE
348630,2012,4,1/4/2012,20355,US,610,14908,SNA,Santa Ana,CA,PHX,Phoenix,AZ,637,111,111,111,338,America/Los_Angeles,1.32569E+12,America/Phoenix,1.32566E+12,FALSE
834763,2012,4,1/4/2012,20355,US,610,14908,SNA,Santa Ana,CA,PHX,Phoenix,AZ,637,111,111,111,338,America/Los_Angeles,1.32569E+12,America/Phoenix,1.32566E+12,FALSE
205410,2012,21,1/21/2012,20437,FL,33,13232,MDW,Chicago,IL,ATL,Atlanta,GA,636,1534,111,111,591,America/Chicago,1.32715E+12,America/New_York,1.32718E+12,FALSE
218911,2012,22,1/22/2012,20398,MQ,2751,14783,SGF,Springfield,MO,DFW,Dallas/Fort Worth,TX,636,111,111,111,364,America/Chicago,1.32724E+12,America/Chicago,1.32722E+12,TRUE
276246,2012,19,1/19/2012,20304,OO,4601,14108,PIA,Peoria,IL,MSP,Minneapolis,MN,636,926,111,111,342,America/Chicago,1.32698E+12,America/Chicago,1.32699E+12,TRUE
691543,2012,21,1/21/2012,20437,FL,33,13232,MDW,Chicago,IL,ATL,Atlanta,GA,636,1534,111,111,591,America/Chicago,1.32715E+12,America/New_York,1.32718E+12,FALSE
705044,2012,22,1/22/2012,20398,MQ,2751,14783,SGF,Springfield,MO,DFW,Dallas/Fort Worth,TX,636,111,111,111,364,America/Chicago,1.32724E+12,America/Chicago,1.32722E+12,TRUE
762379,2012,19,1/19/2012,20304,OO,4601,14108,PIA,Peoria,IL,MSP,Minneapolis,MN,636,926,111,111,342,America/Chicago,1.32698E+12,America/Chicago,1.32699E+12,TRUE
222157,2012,8,1/8/2012,20398,MQ,2878,11921,GJT,Grand Junction,CO,DFW,Dallas/Fort Worth,TX,633,1215,111,111,773,America/Denver,1.32603E+12,America/Chicago,1.32605E+12,FALSE
222758,2012,8,1/8/2012,20398,MQ,2903,15624,VPS,Valparaiso,FL,DFW,Dallas/Fort Worth,TX,633,1135,111,111,641,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
293065,2012,19,1/19/2012,20304,OO,5534,13486,MSO,Missoula,MT,DEN,Denver,CO,633,1101,111,111,679,America/Denver,1.32698E+12,America/Denver,1.327E+12,TRUE
348521,2012,4,1/4/2012,20355,US,400,12478,JFK,New York,NY,PHX,Phoenix,AZ,633,111,111,111,2153,America/New_York,1.32568E+12,America/Phoenix,1.32566E+12,FALSE
708290,2012,8,1/8/2012,20398,MQ,2878,11921,GJT,Grand Junction,CO,DFW,Dallas/Fort Worth,TX,633,1215,111,111,773,America/Denver,1.32603E+12,America/Chicago,1.32605E+12,FALSE
708891,2012,8,1/8/2012,20398,MQ,2903,15624,VPS,Valparaiso,FL,DFW,Dallas/Fort Worth,TX,633,1135,111,111,641,America/Chicago,1.32603E+12,America/Chicago,1.32604E+12,TRUE
779198,2012,19,1/19/2012,20304,OO,5534,13486,MSO,Missoula,MT,DEN,Denver,CO,633,1101,111,111,679,America/Denver,1.32698E+12,America/Denver,1.327E+12,TRUE
834654,2012,4,1/4/2012,20355,US,400,12478,JFK,New York,NY,PHX,Phoenix,AZ,633,111,111,111,2153,America/New_York,1.32568E+12,America/Phoenix,1.32566E+12,FALSE
390251,2012,3,1/3/2012,19393,WN,1145,12889,LAS,Las Vegas,NV,HOU,Houston,TX,632,1245,111,111,1235,America/Los_Angeles,1.3256E+12,America/Chicago,1.32562E+12,FALSE
876384,2012,3,1/3/2012,19393,WN,1145,12889,LAS,Las Vegas,NV,HOU,Houston,TX,632,1245,111,111,1235,America/Los_Angeles,1.3256E+12,America/Chicago,1.32562E+12,FALSE
352791,2012,8,1/8/2012,20355,US,57,13891,ONT,Ontario,CA,PHX,Phoenix,AZ,631,111,111,111,325,America/Los_Angeles,1.32603E+12,America/Phoenix,1.32601E+12,FALSE
448779,2012,23,1/23/2012,19393,WN,337,12391,ISP,Islip,NY,BWI,Baltimore,MD,631,1025,111,111,220,America/New_York,1.32732E+12,America/New_York,1.32733E+12,TRUE
